Link,Bedrooms,Bathrooms,Area,Price,Price_per_meter,Address,City,Location1,Location2,Unit,Type,Rent_sale
https://remax.com.eg/property/semi-furnished-apartment-in-jannah-october-8466,3,2,130,"EGP 30,000",230.77,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/furnished-garden-apartment-one-16-prime-location-8464,3,3,180,"EGP 76,000",422.22,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/resale-apartment-at-sun-capital-compound-4777,3,3,154,"EGP 5,000,000",32467.53,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/furnished-apartment-in-palm-parks-open-view-8442,3,3,240,"EGP 50,000",208.33,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/furnished-apartment-in-zayed-2000prime-location-8452,3,2,200,"EGP 38,000",190.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-in-west-somid-open-garden-view-8433,3,3,265,"EGP 30,000",113.21,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,None
https://remax.com.eg/property/finished-chalet-allura-stella-heights-installments-8446,3,2,162,"EGP 6,936,714",42819.22,"Al Alamein - North Coast , Egypt",North Coast,Al Alamein,None,Apartment,Residential,Sale
https://remax.com.eg/property/furnished-apartment-competitive-price-in-zed-west-8458,3,3,220,"EGP 70,000",318.18,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/lagoon-front-luxury-chalet-for-sale-at-the-med-8459,3,3,175,"EGP 17,075,000",97571.43,"Ras Al Hekma - North Coast , Egypt",North Coast,Ras Al Hekma,None,Apartment,Residential,Sale
https://remax.com.eg/property/luxury-finishing-villa-for-rent-in-west-somid-8450,6,3,500,"EGP 65,000",130.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/luxury-furnished-i-villa-in-mv-chill-out-8455,4,4,285,"EGP 65,000",228.07,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-in-lugar-with-premium-amenities-8457,2,2,115,"EGP 6,500,000",56521.74,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Commercial,Sale
https://remax.com.eg/property/furnished-apartment-for-rent-in-joulzprime-living-8444,2,2,140,"EGP 45,000",321.43,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/resale-apartment-for-sale-in-vye-sodic-open-view-8445,2,2,120,"EGP 6,900,000",57500.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-in-lugar-gates-new-zayed-8430,2,2,115,"EGP 7,830,000",68086.96,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/ivilla-for-sale-in-mountain-view-icity-october-8431,3,3,180,"EGP 7,430,000",41277.78,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/furnished-apartment-in-the-address-amazing-view-8424,3,2,112,"EGP 50,000",446.43,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/twin-house-for-rent-in-golf-extension-8389,3,4,390,"EGP 135,000",346.15,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/prime-location-penthouse-in-october-plaza-sodic-7249,3,3,243,"EGP 10,500,000",43209.88,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/townhouse-for-sale-in-mountain-view-october-park-8415,4,4,287,"EGP 15,000,000",52264.81,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/luxury-furnished-apartment-for-rent-in-zed-west-8420,3,3,161,"EGP 70,000",434.78,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-in-tulwa-owest-8256,3,3,195,"EGP 11,000,000",56410.26,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-in-karmell-8416,1,1,110,"EGP 7,600,000",69090.91,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/furnished-apartment-140m-for-rent-in-green-3-8425,2,2,140,"EGP 55,000",392.86,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/resale-apartment-for-sale-in-lugar-8427,3,3,145,"EGP 9,035,000",62310.34,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/prime-location-furnished-dar-misr-16th-district-7035,3,1,135,"EGP 27,000",200.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-rent-in-badya-palm-hills-8390,1,1,84,"EGP 23,000",273.81,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/furnished-townhouse-for-rent-in-nyoum-october-8411,3,4,151,"EGP 35,000",231.79,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/ground-floor-studio-for-sale-in-nyoum-8414,1,1,60,"EGP 1,600,000",26666.67,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/fully-finished-apartment-in-o-west-prime-location-8399,3,3,177,"EGP 35,000",197.74,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/office-at-al-guezira-plaza-7244,0,1,300,"EGP 36,000,000",120000.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/3-bedroom-apartment-for-sale-in-janna-zayed-2-8404,3,3,140,"EGP 5,300,000",37857.14,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/luxury-fully-finished-duplex-for-sale-in-masaya-8400,3,3,183,"EGP 12,156,650",66429.78,"Sidi Abdel Rahman - North Coast , Egypt",North Coast,Sidi Abdel Rahman,None,Apartment,Residential,Sale
https://remax.com.eg/property/furnished-apartment-for-rent-with-view-in-carnell-8401,2,3,196,"EGP 60,000",306.12,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/ground-apartment-for-sale-in-px-palm-hills-8388,3,3,144,"EGP 19,770,000",137291.67,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/duplex-for-rent-in-casa-8392,3,3,257,"EGP 70,000",272.37,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-rent-in-district-16-sheikh-zayed-8267,3,3,180,"EGP 26,000",144.44,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/villa-roof-for-sale-in-mountain-view-october-park-8413,3,3,344,"EGP 11,200,000",32558.14,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/chalet-for-sale-in-cali-coast-8375,2,2,103,"EGP 7,795,800",75687.38,"Ras Al Hekma - North Coast , Egypt",North Coast,Ras Al Hekma,None,Apartment,Residential,Sale
https://remax.com.eg/property/roof-apartment-in-cali-coast-8380,3,2,14,"EGP 8,980,000",641428.57,"Ras Al Hekma - North Coast , Egypt",North Coast,Ras Al Hekma,None,Apartment,Residential,None
https://remax.com.eg/property/clinic-for-rent-in-centrada-plaza-8381,2,1,45,"EGP 47,500",1055.56,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-in-badya-palm-hills-8373,2,3,132,"EGP 5,500,000",41666.67,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-in-zed-8387,3,2,161,"EGP 11,800,000",73291.93,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/fully-finished-apartment-for-sale-in-10th-district-8384,2,2,125,"EGP 3,650,000",29200.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-in-the-axis-8374,2,3,146,"EGP 5,050,000",34589.04,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/penthouse-with-private-roof-in-vye-sodic-7739,3,3,108,"EGP 11,100,000",102777.78,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/penthouse-in-zayed-dunes-with-open-roof-8227,4,4,248,"EGP 10,300,000",41532.26,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/office-for-rent-in-central-avenue-8382,1,1,95,"EGP 95,000",1000.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/office-space-for-rent-in-izar-mall-8385,0,0,75,"EGP 65,000",866.67,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-in-palm-parks-8383,3,3,170,"EGP 13,500,000",79411.76,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/prime-shop-for-sale-in-five-five-mallsheikh-zayed-8058,0,0,80,"EGP 13,400,000",167500.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/shop-for-rent-in-exit-14-mall-8369,0,0,150,"EGP 150,000",1000.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/luxurious-twinhouse-villa-in-amwaj-north-coast-2904,4,4,194,"EGP 13,500,000",69587.63,"Sidi Abdel Rahman - North Coast , Egypt",North Coast,Sidi Abdel Rahman,None,Apartment,Residential,Sale
https://remax.com.eg/property/pyramids-hills-villa-for-sale-8362,4,4,1200,"USD 3,800,000",3166.67,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-fully-finished-in-16th-district-8368,2,2,205,"EGP 5,500,000",26829.27,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/spacious-apartment-for-rent-in-zayed-2000-8367,3,3,190,"EGP 30,000",157.89,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/luxury-i-villa-garden-in-mountain-view-chill-out-8052,4,4,286,"EGP 14,000,000",48951.05,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/for-sale-city-view-villa-fully-finished-8370,6,7,1500,"EGP 155,000,000",103333.33,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/fully-finished-apartment-for-sale-in-ashgar-city-8361,3,2,105,"EGP 3,200,000",30476.19,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/luxury-townhouse-with-pool-in-greens-compound-8365,3,5,365,"EGP 100,000",273.97,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/furnished-villa-for-rent-in-al-rabwa-8360,5,4,320,"EGP 100,000",312.5,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/prime-location-apartment-badya-palm-hills-rtm-8298,3,3,172,"EGP 5,855,000",34040.7,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/resale-fully-finished-apartment-in-badya-8359,2,3,145,"EGP 5,600,000",38620.69,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-in-solana-2-master-bedrooms-8341,2,2,128,"EGP 10,812,500",84472.66,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/pyramids-hills-villa-for-sale-8358,6,4,875,"USD 2,400,000",2742.86,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/prime-penthouse-for-sale-in-o-west-club-residence-8342,3,3,155,"EGP 9,675,000",62419.35,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/prime-view-townhouse-in-continental-residence-8352,4,4,266,"EGP 45,000",169.17,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/twinhouse-in-pyramids-walk-6th-of-october-8340,4,4,320,"EGP 60,000",187.5,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/for-sale-apartment-in-westleaves-8354,3,4,195,"EGP 8,050,000",41282.05,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/bay7-cabana-in-sidi-heneish-sea-view-8356,1,1,65,"EGP 19,800,000",304615.38,"Sidi Heneish - North Coast , Egypt",North Coast,Sidi Heneish,None,Apartment,Residential,Sale
https://remax.com.eg/property/chalet-in-the-waterway-north-coast-8353,2,3,118,"EGP 13,916,250",117934.32,"Qesm Ad Dabaah - North Coast , Egypt",North Coast,Qesm Ad Dabaah,None,Apartment,Residential,Sale
https://remax.com.eg/property/roof-apartment-for-sale-in-badya-8357,2,3,143,"EGP 4,500,000",31468.53,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/furnished-studio-amazing-view-in-courtyard-sodic-8351,1,1,50,"EGP 30,000",600.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/for-rent-roof-apartment-in-westown-8344,1,1,35,"EGP 28,000",800.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-in-al-yasmine-fully-finished-7581,2,3,250,"EGP 9,000,000",36000.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/furnished-studio-with-roof-in-o-west-8310,1,1,26,"EGP 17,000",653.85,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/luxury-furnished-penthouse-in-october-plaza-sodic-8306,3,2,190,"EGP 55,000",289.47,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/twin-house-villa-al-khamayel-phase-2-8302,6,4,350,"EGP 20,000,000",57142.86,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,None
https://remax.com.eg/property/pyramids-hills-townhouse-for-sale-8305,3,3,228,"EGP 14,000,000",61403.51,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-in-light-city-8268,3,2,160,"EGP 3,850,000",24062.5,"New Cairo City - Cairo , Egypt",Cairo,New Cairo City,None,Apartment,Residential,None
https://remax.com.eg/property/garana-villa-for-sale-8324,5,5,1000,"EGP 40,000,000",40000.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/resale-apartment-in-zed-west-park-residence-side-2644,2,3,144,"EGP 13,000,000",90277.78,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/semi-furnished-i-villa-roof-in-mountain-view-8326,2,2,167,"EGP 35,000",209.58,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-in-zed-west-park-side-residence-3985,2,2,169,"EGP 13,300,000",78698.22,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/pyramids-hills-townhouse-for-sale-8315,3,5,287,"EGP 16,500,000",57491.29,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/pyramids-hills-apartment-for-sale-8303,3,3,212,"EGP 16,000,000",75471.7,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-in-village-west-dorra-8292,3,3,167,"EGP 11,500,000",68862.28,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/fully-furnished-apartment-in-10th-district-8282,3,2,183,"EGP 5,500,000",30054.64,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/furnished-apartment-for-rent-in-jannah-october-8281,3,2,130,"EGP 35,000",269.23,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/luxury-duplex-villa-for-sale-deira-city-8287,4,2,270,"EGP 6,350,000",23518.52,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/pyramids-hills-apartment-for-sale-8299,3,3,222,"EGP 16,000,000",72072.07,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-rent-in-sheikh-zayed-8th-district-8291,3,2,175,"EGP 50,000",285.71,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/pyramids-hills-apartment-for-sale-8293,2,3,187,"EGP 14,000,000",74866.31,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/ard-elgolf-apartment-120m-heliopolis-8296,2,1,120,"EGP 3,700,000",30833.33,"Heliopolis - Cairo , Egypt",Cairo,Heliopolis,None,Apartment,Residential,None
https://remax.com.eg/property/duplex-for-rent-in-ruya-club-compound-8289,4,4,300,"EGP 45,000",150.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/premium-retail-office-spaces-in-prime-location-8288,0,0,150,"EGP 150,000",1000.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Commercial,Rent
https://remax.com.eg/property/an-apartment-for-sale-in-a-prime-location-sheraton-morabba-el-wozara-8238,4,4,350,"EGP 15,000,000",42857.14,"El Nozha - Cairo , Egypt",Cairo,El Nozha,None,Apartment,Residential,Sale
https://remax.com.eg/property/pyramids-hills-apartment-for-sale-8295,3,4,218,"EGP 16,500,000",75688.07,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/ground-apartment-for-sale-in-garden-lakes-hyde-park-4992,2,3,115,"EGP 8,500,000",73913.04,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-in-lugar-8250,3,3,145,"EGP 10,180,300",70208.97,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/prime-location-office-in-ritzy-mall-sheikh-zayed-8274,0,1,57,"EGP 42,000",736.84,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/townhouse-for-rent-at-golf-extension-palm-hills-8264,4,5,466,"EGP 110,000",236.05,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/roof-apartment-for-rent-in-7th-distric-8249,2,1,165,"EGP 14,000",84.85,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/ground-duplex-for-rent-in-7th-district-zayed-8248,5,3,450,"EGP 48,000",106.67,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-fully-finished-for-sale-in-al-murooj-8258,3,2,180,"EGP 6,000,000",33333.33,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/patio-casa-shorouk-2-8254,2,2,165,"EGP 372,000",2254.55,"Shorouk City - Cairo , Egypt",Cairo,Shorouk City,None,Apartment,Residential,None
https://remax.com.eg/property/clinic-for-rent-in-central-avenue-mall-8280,1,1,103,"EGP 95,000",922.33,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/semi-finished-twinhouse-pyramids-walk-first-phase-8279,5,5,365,"EGP 14,500,000",39726.03,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/129m-apartment-for-sale-in-zed-west-delivery-2027-7973,2,2,129,"EGP 8,860,268",68684.25,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-in-garden-lakes-hyde-park-4993,2,2,135,"EGP 7,350,000",54444.44,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/premium-finishing-apartment-least-price-in-badya-7236,2,3,144,"EGP 4,800,000",33333.33,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/villa-for-sale-in-solana-flexible-down-payment-8242,3,4,240,"EGP 32,000,000",133333.33,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-in-nasr-city-8225,2,1,130,"EGP 3,500,000",26923.08,"Nasr City - Cairo , Egypt",Cairo,Nasr City,None,Apartment,Residential,None
https://remax.com.eg/property/standalone-villa-for-sale-with-lowest-down-payment-8229,3,4,180,"EGP 19,500,000",108333.33,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-rent-in-a-prime-location-in-the-sixth-tourist-area-8240,3,3,300,"EGP 33,000",110.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/semi-finished-garden-apartment-in-badya-palm-hills-8244,3,3,177,"EGP 5,950,000",33615.82,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/resale-fully-finished-apartment-in-psr-8239,1,1,81,"EGP 6,750,000",83333.33,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/prime-location-furnished-apartment-jannat-october-8044,3,2,130,"EGP 28,000",215.38,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/semi-finished-villa-in-mountain-view-chillout-park-8243,4,4,289,"EGP 18,500,000",64013.84,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,None
https://remax.com.eg/property/townhouse-in-a-prime-location-for-sale-in-pk2-8226,4,4,350,"EGP 24,000,000",68571.43,"New Cairo City - Cairo , Egypt",Cairo,New Cairo City,None,Apartment,Residential,Sale
https://remax.com.eg/property/twinhouse-in-soleya-4-masters-and-elevator-8228,4,5,408,"EGP 23,000,000",56372.55,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/pyramids-hills-villa-for-sale-7959,5,5,1000,"EGP 220,000,000",220000.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/your-opportunity-to-own-a-prime-shop-in-zayed-8051,0,0,53,"EGP 5,800,000",109433.96,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Commercial,Rent
https://remax.com.eg/property/luxurious-penthouse-ready-to-move-palm-parks-7699,4,5,356,"EGP 18,200,000",51123.6,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/semi-finished-ground-with-garden-competitive-price-6691,3,3,187,"EGP 4,500,000",24064.17,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/villa-for-sale-in-golf-city-obour-8222,3,3,195,"EGP 9,500,000",48717.95,"Obour City - Qalyubia , Egypt",Qalyubia,Obour City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-prime-location-next-to-gate-1-of-rehab-7058,3,2,130,"EGP 32,000",246.15,"New Cairo City - Cairo , Egypt",Cairo,New Cairo City,None,Apartment,Residential,Rent
https://remax.com.eg/property/corner-townhouse-in-joulz-with-private-pool-8224,4,5,330,"EGP 120,000",363.64,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/semi-finished-garden-apartment-o-west-delivery2027-8217,2,2,120,"EGP 9,056,900",75474.17,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/commercial-shop-in-zayed-dunes-prime-location-7918,0,1,122,"EGP 91,500",750.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Commercial,Rent
https://remax.com.eg/property/semi-finished-villa-in-sun-capital-pyramids-view-7255,6,6,405,"EGP 22,000,000",54320.99,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/villa-for-sale-in-golf-city-el-obour-cairo-8223,4,4,350,"EGP 16,500,000",47142.86,"Obour City - Qalyubia , Egypt",Qalyubia,Obour City,None,Apartment,Residential,Sale
https://remax.com.eg/property/esale-apartment-in-o-west-prime-location-8219,2,2,120,"EGP 7,200,000",60000.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/luxury-duplex-with-garden-in-o-west-prime-location-8221,4,5,263,"EGP 48,000",182.51,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/best-price-in-kayan-ground-apartment-with-garden-8216,2,2,95,"EGP 4,300,000",45263.16,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,None
https://remax.com.eg/property/twinhouse-for-sale-in-al-rabwa-fully-finished-8210,3,3,230,"EGP 28,000,000",121739.13,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/a-4-bedroom-apartment-for-sale-in-merghany-8084,3,4,299,"EGP 12,500,000",41806.02,"Heliopolis - Cairo , Egypt",Cairo,Heliopolis,None,Apartment,Residential,Sale
